LSH_Params,MAP@10
"b=4,r=25",0.009664723032069972
"b=5,r=20",0.009664723032069972
"b=10,r=10",0.009664723032069972
"b=20,r=5",0.0037358276643990928
"b=25,r=4",0.0050048590864917395
