LSH_Params,MAP@10
"b=4,r=25",0.027683333333333334
"b=5,r=20",0.027683333333333334
"b=10,r=10",0.027683333333333334
"b=20,r=5",0.011955555555555558
"b=25,r=4",0.01746666666666667
